child,testlanguage,age,item,response,mode,test_lang_status,ling,region
ch1088or1,eng,100,ist,1,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,goal,0,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,attempt,1,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,outcome,1,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,ist,1,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,ist,0,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,goal,0,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,attempt,1,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,outcome,1,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,ist,1,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,ist,1,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,goal,1,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,attempt,1,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,outcome,1,retelling,L2,Bilingual,Canada
ch1088or1,eng,100,ist,1,retelling,L2,Bilingual,Canada
ch1088or1,per,100,ist,1,retelling,L1,Bilingual,Canada
ch1088or1,per,100,goal,1,retelling,L1,Bilingual,Canada
ch1088or1,per,100,attempt,1,retelling,L1,Bilingual,Canada
ch1088or1,per,100,outcome,1,retelling,L1,Bilingual,Canada
ch1088or1,per,100,ist,1,retelling,L1,Bilingual,Canada
ch1088or1,per,100,ist,1,retelling,L1,Bilingual,Canada
ch1088or1,per,100,goal,0,retelling,L1,Bilingual,Canada
ch1088or1,per,100,attempt,1,retelling,L1,Bilingual,Canada
ch1088or1,per,100,outcome,1,retelling,L1,Bilingual,Canada
ch1088or1,per,100,ist,0,retelling,L1,Bilingual,Canada
ch1088or1,per,100,ist,1,retelling,L1,Bilingual,Canada
ch1088or1,per,100,goal,1,retelling,L1,Bilingual,Canada
ch1088or1,per,100,attempt,1,retelling,L1,Bilingual,Canada
ch1088or1,per,100,outcome,1,retelling,L1,Bilingual,Canada
ch1088or1,per,100,ist,0,retelling,L1,Bilingual,Canada
ch1089or1,eng,104,ist,1,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,goal,0,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,attempt,1,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,outcome,1,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,ist,1,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,ist,1,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,goal,1,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,attempt,1,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,outcome,0,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,ist,1,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,ist,1,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,goal,1,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,attempt,1,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,outcome,0,retelling,L2,Bilingual,Canada
ch1089or1,eng,104,ist,1,retelling,L2,Bilingual,Canada
ch1089or1,per,104,ist,1,retelling,L1,Bilingual,Canada
ch1089or1,per,104,goal,1,retelling,L1,Bilingual,Canada
ch1089or1,per,104,attempt,1,retelling,L1,Bilingual,Canada
ch1089or1,per,104,outcome,1,retelling,L1,Bilingual,Canada
ch1089or1,per,104,ist,0,retelling,L1,Bilingual,Canada
ch1089or1,per,104,ist,1,retelling,L1,Bilingual,Canada
ch1089or1,per,104,goal,0,retelling,L1,Bilingual,Canada
ch1089or1,per,104,attempt,0,retelling,L1,Bilingual,Canada
ch1089or1,per,104,outcome,1,retelling,L1,Bilingual,Canada
ch1089or1,per,104,ist,1,retelling,L1,Bilingual,Canada
ch1089or1,per,104,ist,1,retelling,L1,Bilingual,Canada
ch1089or1,per,104,goal,0,retelling,L1,Bilingual,Canada
ch1089or1,per,104,attempt,0,retelling,L1,Bilingual,Canada
ch1089or1,per,104,outcome,1,retelling,L1,Bilingual,Canada
ch1089or1,per,104,ist,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,ist,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,goal,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,attempt,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,outcome,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,ist,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,ist,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,goal,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,attempt,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,outcome,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,ist,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,ist,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,goal,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,attempt,0,retelling,L1,Bilingual,Canada
ch1090or1,per,106,outcome,1,retelling,L1,Bilingual,Canada
ch1090or1,per,106,ist,1,retelling,L1,Bilingual,Canada
ch1090or1,eng,106,ist,1,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,goal,1,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,attempt,0,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,outcome,1,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,ist,0,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,ist,1,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,goal,1,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,attempt,1,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,outcome,1,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,ist,0,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,ist,1,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,goal,1,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,attempt,0,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,outcome,1,retelling,L2,Bilingual,Canada
ch1090or1,eng,106,ist,1,retelling,L2,Bilingual,Canada
ch1091or1,per,112,ist,1,retelling,L1,Bilingual,Canada
ch1091or1,per,112,goal,1,retelling,L1,Bilingual,Canada
ch1091or1,per,112,attempt,1,retelling,L1,Bilingual,Canada
ch1091or1,per,112,outcome,1,retelling,L1,Bilingual,Canada
ch1091or1,per,112,ist,0,retelling,L1,Bilingual,Canada
ch1091or1,per,112,ist,1,retelling,L1,Bilingual,Canada
ch1091or1,per,112,goal,0,retelling,L1,Bilingual,Canada
ch1091or1,per,112,attempt,1,retelling,L1,Bilingual,Canada
ch1091or1,per,112,outcome,1,retelling,L1,Bilingual,Canada
ch1091or1,per,112,ist,1,retelling,L1,Bilingual,Canada
ch1091or1,per,112,ist,1,retelling,L1,Bilingual,Canada
ch1091or1,per,112,goal,0,retelling,L1,Bilingual,Canada
ch1091or1,per,112,attempt,1,retelling,L1,Bilingual,Canada
ch1091or1,per,112,outcome,1,retelling,L1,Bilingual,Canada
ch1091or1,per,112,ist,1,retelling,L1,Bilingual,Canada
ch1091or1,eng,112,ist,1,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,goal,1,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,attempt,0,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,outcome,0,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,ist,0,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,ist,1,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,goal,0,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,attempt,0,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,outcome,1,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,ist,1,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,ist,0,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,goal,1,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,attempt,0,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,outcome,1,retelling,L2,Bilingual,Canada
ch1091or1,eng,112,ist,1,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,ist,1,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,goal,1,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,attempt,1,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,outcome,1,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,ist,0,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,ist,1,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,goal,1,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,attempt,1,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,outcome,1,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,ist,0,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,ist,0,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,goal,1,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,attempt,1,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,outcome,1,retelling,L2,Bilingual,Canada
ch1092or1,eng,97,ist,0,retelling,L2,Bilingual,Canada
ch1092or1,per,97,ist,1,retelling,L1,Bilingual,Canada
ch1092or1,per,97,goal,1,retelling,L1,Bilingual,Canada
ch1092or1,per,97,attempt,0,retelling,L1,Bilingual,Canada
ch1092or1,per,97,outcome,1,retelling,L1,Bilingual,Canada
ch1092or1,per,97,ist,0,retelling,L1,Bilingual,Canada
ch1092or1,per,97,ist,1,retelling,L1,Bilingual,Canada
ch1092or1,per,97,goal,1,retelling,L1,Bilingual,Canada
ch1092or1,per,97,attempt,1,retelling,L1,Bilingual,Canada
ch1092or1,per,97,outcome,0,retelling,L1,Bilingual,Canada
ch1092or1,per,97,ist,0,retelling,L1,Bilingual,Canada
ch1092or1,per,97,ist,1,retelling,L1,Bilingual,Canada
ch1092or1,per,97,goal,0,retelling,L1,Bilingual,Canada
ch1092or1,per,97,attempt,1,retelling,L1,Bilingual,Canada
ch1092or1,per,97,outcome,1,retelling,L1,Bilingual,Canada
ch1092or1,per,97,ist,0,retelling,L1,Bilingual,Canada
ch1093or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1093or1,per,108,goal,1,retelling,L1,Bilingual,Canada
ch1093or1,per,108,attempt,1,retelling,L1,Bilingual,Canada
ch1093or1,per,108,outcome,1,retelling,L1,Bilingual,Canada
ch1093or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1093or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1093or1,per,108,goal,0,retelling,L1,Bilingual,Canada
ch1093or1,per,108,attempt,1,retelling,L1,Bilingual,Canada
ch1093or1,per,108,outcome,1,retelling,L1,Bilingual,Canada
ch1093or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1093or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1093or1,per,108,goal,1,retelling,L1,Bilingual,Canada
ch1093or1,per,108,attempt,0,retelling,L1,Bilingual,Canada
ch1093or1,per,108,outcome,1,retelling,L1,Bilingual,Canada
ch1093or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1093or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,goal,1,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,attempt,1,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,outcome,1,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,goal,0,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,attempt,0,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,outcome,1,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,goal,1,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,attempt,0,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,outcome,1,retelling,L2,Bilingual,Canada
ch1093or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1094or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1094or1,per,108,goal,1,retelling,L1,Bilingual,Canada
ch1094or1,per,108,attempt,0,retelling,L1,Bilingual,Canada
ch1094or1,per,108,outcome,1,retelling,L1,Bilingual,Canada
ch1094or1,per,108,ist,0,retelling,L1,Bilingual,Canada
ch1094or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1094or1,per,108,goal,1,retelling,L1,Bilingual,Canada
ch1094or1,per,108,attempt,1,retelling,L1,Bilingual,Canada
ch1094or1,per,108,outcome,1,retelling,L1,Bilingual,Canada
ch1094or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1094or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1094or1,per,108,goal,0,retelling,L1,Bilingual,Canada
ch1094or1,per,108,attempt,1,retelling,L1,Bilingual,Canada
ch1094or1,per,108,outcome,1,retelling,L1,Bilingual,Canada
ch1094or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1094or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,goal,0,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,attempt,1,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,outcome,1,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,ist,0,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,goal,1,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,attempt,1,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,outcome,1,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,ist,0,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,goal,0,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,attempt,1,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,outcome,1,retelling,L2,Bilingual,Canada
ch1094or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1095or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,goal,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,attempt,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,outcome,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,goal,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,attempt,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,outcome,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,goal,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,attempt,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,outcome,1,retelling,L1,Bilingual,Canada
ch1095or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1095or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,goal,1,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,attempt,1,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,outcome,1,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,goal,0,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,attempt,1,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,outcome,1,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,ist,0,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,goal,0,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,attempt,1,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,outcome,1,retelling,L2,Bilingual,Canada
ch1095or1,eng,108,ist,0,retelling,L2,Bilingual,Canada
ch1096or1,per,100,ist,1,retelling,L1,Bilingual,Canada
ch1096or1,per,100,goal,1,retelling,L1,Bilingual,Canada
ch1096or1,per,100,attempt,1,retelling,L1,Bilingual,Canada
ch1096or1,per,100,outcome,1,retelling,L1,Bilingual,Canada
ch1096or1,per,100,ist,1,retelling,L1,Bilingual,Canada
ch1096or1,per,100,ist,1,retelling,L1,Bilingual,Canada
ch1096or1,per,100,goal,0,retelling,L1,Bilingual,Canada
ch1096or1,per,100,attempt,1,retelling,L1,Bilingual,Canada
ch1096or1,per,100,outcome,1,retelling,L1,Bilingual,Canada
ch1096or1,per,100,ist,1,retelling,L1,Bilingual,Canada
ch1096or1,per,100,ist,1,retelling,L1,Bilingual,Canada
ch1096or1,per,100,goal,1,retelling,L1,Bilingual,Canada
ch1096or1,per,100,attempt,1,retelling,L1,Bilingual,Canada
ch1096or1,per,100,outcome,1,retelling,L1,Bilingual,Canada
ch1096or1,per,100,ist,1,retelling,L1,Bilingual,Canada
ch1096or1,eng,100,ist,1,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,goal,1,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,attempt,1,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,outcome,1,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,ist,0,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,ist,1,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,goal,0,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,attempt,0,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,outcome,1,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,ist,1,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,ist,1,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,goal,0,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,attempt,0,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,outcome,1,retelling,L2,Bilingual,Canada
ch1096or1,eng,100,ist,1,retelling,L2,Bilingual,Canada
ch1097or1,per,96,ist,1,retelling,L1,Bilingual,Canada
ch1097or1,per,96,goal,1,retelling,L1,Bilingual,Canada
ch1097or1,per,96,attempt,0,retelling,L1,Bilingual,Canada
ch1097or1,per,96,outcome,1,retelling,L1,Bilingual,Canada
ch1097or1,per,96,ist,1,retelling,L1,Bilingual,Canada
ch1097or1,per,96,ist,1,retelling,L1,Bilingual,Canada
ch1097or1,per,96,goal,1,retelling,L1,Bilingual,Canada
ch1097or1,per,96,attempt,0,retelling,L1,Bilingual,Canada
ch1097or1,per,96,outcome,1,retelling,L1,Bilingual,Canada
ch1097or1,per,96,ist,0,retelling,L1,Bilingual,Canada
ch1097or1,per,96,ist,1,retelling,L1,Bilingual,Canada
ch1097or1,per,96,goal,1,retelling,L1,Bilingual,Canada
ch1097or1,per,96,attempt,0,retelling,L1,Bilingual,Canada
ch1097or1,per,96,outcome,1,retelling,L1,Bilingual,Canada
ch1097or1,per,96,ist,0,retelling,L1,Bilingual,Canada
ch1097or1,eng,96,ist,1,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,goal,1,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,attempt,0,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,outcome,1,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,ist,1,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,ist,1,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,goal,0,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,attempt,1,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,outcome,1,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,ist,0,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,ist,1,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,goal,0,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,attempt,0,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,outcome,1,retelling,L2,Bilingual,Canada
ch1097or1,eng,96,ist,0,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,ist,0,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,goal,0,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,attempt,1,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,outcome,1,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,ist,0,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,ist,1,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,goal,0,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,attempt,1,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,outcome,1,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,ist,1,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,ist,1,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,goal,0,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,attempt,1,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,outcome,1,retelling,L2,Bilingual,Canada
ch1098or1,eng,103,ist,1,retelling,L2,Bilingual,Canada
ch1098or1,per,103,ist,1,retelling,L1,Bilingual,Canada
ch1098or1,per,103,goal,1,retelling,L1,Bilingual,Canada
ch1098or1,per,103,attempt,1,retelling,L1,Bilingual,Canada
ch1098or1,per,103,outcome,1,retelling,L1,Bilingual,Canada
ch1098or1,per,103,ist,0,retelling,L1,Bilingual,Canada
ch1098or1,per,103,ist,1,retelling,L1,Bilingual,Canada
ch1098or1,per,103,goal,0,retelling,L1,Bilingual,Canada
ch1098or1,per,103,attempt,0,retelling,L1,Bilingual,Canada
ch1098or1,per,103,outcome,1,retelling,L1,Bilingual,Canada
ch1098or1,per,103,ist,1,retelling,L1,Bilingual,Canada
ch1098or1,per,103,ist,1,retelling,L1,Bilingual,Canada
ch1098or1,per,103,goal,0,retelling,L1,Bilingual,Canada
ch1098or1,per,103,attempt,1,retelling,L1,Bilingual,Canada
ch1098or1,per,103,outcome,1,retelling,L1,Bilingual,Canada
ch1098or1,per,103,ist,0,retelling,L1,Bilingual,Canada
ch1099or1,eng,104,ist,1,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,goal,1,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,attempt,0,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,outcome,1,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,ist,0,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,ist,1,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,goal,0,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,attempt,1,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,outcome,1,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,ist,0,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,ist,1,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,goal,1,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,attempt,0,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,outcome,1,retelling,L2,Bilingual,Canada
ch1099or1,eng,104,ist,0,retelling,L2,Bilingual,Canada
ch1099or1,per,104,ist,1,retelling,L1,Bilingual,Canada
ch1099or1,per,104,goal,1,retelling,L1,Bilingual,Canada
ch1099or1,per,104,attempt,0,retelling,L1,Bilingual,Canada
ch1099or1,per,104,outcome,1,retelling,L1,Bilingual,Canada
ch1099or1,per,104,ist,0,retelling,L1,Bilingual,Canada
ch1099or1,per,104,ist,1,retelling,L1,Bilingual,Canada
ch1099or1,per,104,goal,0,retelling,L1,Bilingual,Canada
ch1099or1,per,104,attempt,0,retelling,L1,Bilingual,Canada
ch1099or1,per,104,outcome,1,retelling,L1,Bilingual,Canada
ch1099or1,per,104,ist,0,retelling,L1,Bilingual,Canada
ch1099or1,per,104,ist,0,retelling,L1,Bilingual,Canada
ch1099or1,per,104,goal,0,retelling,L1,Bilingual,Canada
ch1099or1,per,104,attempt,1,retelling,L1,Bilingual,Canada
ch1099or1,per,104,outcome,1,retelling,L1,Bilingual,Canada
ch1099or1,per,104,ist,0,retelling,L1,Bilingual,Canada
ch1100or1,eng,96,ist,1,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,goal,1,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,attempt,1,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,outcome,1,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,ist,0,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,ist,1,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,goal,1,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,attempt,1,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,outcome,1,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,ist,1,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,ist,1,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,goal,1,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,attempt,1,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,outcome,0,retelling,L2,Bilingual,Canada
ch1100or1,eng,96,ist,1,retelling,L2,Bilingual,Canada
ch1100or1,per,96,ist,1,retelling,L1,Bilingual,Canada
ch1100or1,per,96,goal,1,retelling,L1,Bilingual,Canada
ch1100or1,per,96,attempt,0,retelling,L1,Bilingual,Canada
ch1100or1,per,96,outcome,1,retelling,L1,Bilingual,Canada
ch1100or1,per,96,ist,1,retelling,L1,Bilingual,Canada
ch1100or1,per,96,ist,1,retelling,L1,Bilingual,Canada
ch1100or1,per,96,goal,0,retelling,L1,Bilingual,Canada
ch1100or1,per,96,attempt,0,retelling,L1,Bilingual,Canada
ch1100or1,per,96,outcome,1,retelling,L1,Bilingual,Canada
ch1100or1,per,96,ist,0,retelling,L1,Bilingual,Canada
ch1100or1,per,96,ist,1,retelling,L1,Bilingual,Canada
ch1100or1,per,96,goal,1,retelling,L1,Bilingual,Canada
ch1100or1,per,96,attempt,1,retelling,L1,Bilingual,Canada
ch1100or1,per,96,outcome,1,retelling,L1,Bilingual,Canada
ch1100or1,per,96,ist,0,retelling,L1,Bilingual,Canada
ch1101or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,goal,0,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,attempt,1,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,outcome,1,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,goal,0,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,attempt,1,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,outcome,1,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,goal,1,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,attempt,0,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,outcome,1,retelling,L2,Bilingual,Canada
ch1101or1,eng,108,ist,1,retelling,L2,Bilingual,Canada
ch1101or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1101or1,per,108,goal,0,retelling,L1,Bilingual,Canada
ch1101or1,per,108,attempt,1,retelling,L1,Bilingual,Canada
ch1101or1,per,108,outcome,1,retelling,L1,Bilingual,Canada
ch1101or1,per,108,ist,0,retelling,L1,Bilingual,Canada
ch1101or1,per,108,ist,1,retelling,L1,Bilingual,Canada
ch1101or1,per,108,goal,0,retelling,L1,Bilingual,Canada
